SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
34,0,0,0,0,0,0,1.05,0,0,22.889,0,0,0,0,182.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504748.49,23120.289,0.001,86.624,0,0,74.941,69.221,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.198,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,7733.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,18.95,0.001,351.08,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.01,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.366,21.084,5199.812,0.001,0.002,0.005,0.004,0.001,0.003,53.081,3213.188,1.471,578.385,0.001,1.283,0.001,0.001,45.831,0,9619.827,365864.595,129.334,1805.904,1875.874,105.814,68.696,0,1.314,0.001,0.637,0.001,4.52,0.005,0.002,0.001,52.551,14.468,4.43,0.005,416.253,8.569,0.012,96.853,0.836,0.001,0.004,0.006,9.263,27.012,0.005,0.004,0.579,0,0,0,0,0,0,137.964,148.792,3325.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,137.789,0.002,4059.398,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.009,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.418,28.574,0.003,644.292,0.001,0.003,0.002,0.001,0.002,107.008,0.003,0.003,0.009,0,0,0.001,0,0.001,0,0.003,1140.19,325817.415,796.224,1.002,0.001,0.004,0,0,0,0.001,0,0.005,0.002,0.001,0,0.01,0.002,0.003,0.002,0.002,0.002,0.006,0.002,521.317,0,0.002,0.003,0.005,0.007,0.003,0.002,0.002,0,0,0,0,0,0,1171.173,0.015,3443.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,249.521,0.001,74763.915,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.932,0.001,0.003,0,0.001,0.002,0.002,0,0.001,12.324,40.383,0.002,0.008,0,0,0.666,0,37.656,0,207.09,2746.617,1297.132,125782.815,3.34,6.999,1.55,0,0,0,0,0,28.624,0.002,0.001,0,0.008,21.239,0.002,0.002,0.001,0.001,0.005,0.002,0.004,0,17.6,24.008,0.004,4.967,0.002,0.002,0.002,0,0,0,0,0,0,0.004,616.813,4372.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.896,0.001,3091.366,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.539,0,0,0,0,0,0,0,0,0,0,816.147,0,0.009,0.009,182.461,16.068,517.965,25.32,1.899,1674.008,0.004,3.577,175471.677,163.119,66.867,0,2.79,1.422,0.001,0,79.41,270.641,47.282,1.677,44.608,63.068,66.091,0.003,9.211,0.021,0.078,54.881,103.811,0.004,265.723,1.782,0.005,13.244,0.011,0.008,171.555,0.004,0.001,0.001,18.023,261.711,358.002,38.532,2214.761,1103.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.117,0.001,1299.85,146.657,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.012,228.339,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.709,0,0,0,0,0,0,0,0,0,0,172.64,0,0.005,0.004,0.01,0.821,3.124,0,0,3.881,0.002,10.966,47.226,41717.876,0.006,0,0,0,0,0,0.006,2.105,0.001,0.001,76.385,0.001,0.001,0.001,0.008,0.009,0.034,0.01,8.868,0.002,0.001,0.001,0.002,0.003,0.005,0.004,663.874,27.072,0,0,78.736,0.006,0.016,148.694,214.631,728.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.771,0,396.014,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.005,1.752,0
40,0,0,0,0,0,0,0,0.002,0.004,635.739,0,0,0,0,1203.234,0,0,0,0,0,0,0,0,0,0,24.284,412.469,0.001,1.242,21,0.003,25.108,0,149.732,160.167,0.02,45.536,176.768,0.016,115599.722,0.001,0.001,0.002,0.835,0.002,18.511,6.501,0.001,0,6.141,0.004,0.005,0.005,0,0,0,0,0,0,0.001,0.001,0.002,55.829,9.78,8.006,8.114,0.002,0,0,1.428,148.921,0.154,0.021,50.977,1509.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,46.601,0.003,1060.762,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,5.529,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.444,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,1043.684,0.002,0.001,0.001,0.059,0.027,0.01,106247.301,744.908,0,198.153,0,208.804,0,0,0,0.541,0,0,0,0,0,0.001,0,0.001,0,0,0,0,8.551,0,0,0,0,0,0,0,0.206,0.557,0,0,104.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.13,0,210.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,112.807,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0.581,0.002,0.001,0.001,0.056,0.025,0.01,20051.337,6037.246,7.037,91.93,32.158,105.562,0.878,1.924,5.735,0.001,0,0,0,0,0,0.001,0,0.001,0,0,0,0,1.523,0,0,0,0,0,0,0,0.196,0.529,0,0,102.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.641,0,204.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,127.765,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.645,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.001,1.732,0,0.001,35.64,0.003,0.002,0.185,0.092,49.765,0,1.372,41436.071,681.035,0.001,0.919,0.001,14.002,286.127,48.075,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.003,0,0,0,0.001,20.281,0,0,0,0,0,0,0,0.713,1.283,0,0,332.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.269,0.001,91.297,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.006,221.669,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.433,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.001,0.001,0,0.001,232.651,0.003,0.002,0.204,0.096,62.553,155.734,0,440.474,61767.245,0.001,328.055,0.002,0.001,0,0.003,0.001,0.001,0.001,0.001,0.001,0.004,1.331,0.003,0,0,0,0.001,302.399,0,0,0,0,0,0,0,0.747,2.016,0,0,257.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.774,0.001,186.098,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.007,68.946,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.835,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.001,0,0,0.004,0.002,0.001,0.112,0.05,0.02,1.189,0,0,0.001,28006.922,104.091,0.001,158.424,10.746,0.002,0,154.309,10.652,0.001,0.001,0.002,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0.391,1.056,0,0,302.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21,0,107.342,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,43.861,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.025,0,0,0,0,0,0,0,0,0,0,64.138,0,0.002,0.001,8.39,0,0,5.501,1.345,13.26,0.007,0.006,319.049,63.321,4.018,89.183,2978.693,0.818,37.442,8.7,97959.35,364.901,118.091,55.573,726.238,15.045,270.786,117.498,1.297,0.005,0.019,0.005,286.874,0.001,1.856,141.67,41.703,10.983,3.501,2.143,504.595,121.314,0.001,0.002,7.814,31.895,0.026,25.638,779.13,1296.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,194.976,0.004,2515.549,8.201,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,551.405,0.002,0,0,0,0,0,0,0.01,1424.684,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915.91,0,0,0,0,0,0,0,0,0,0,12.889,0,0.001,5.935,197.707,0,0,0,0.001,2.453,0.003,0.002,196.705,0.001,146.407,0,1.701,1.514,0.001,0.001,541.863,104004.835,572.916,45.46,156.609,90.968,29.575,10.251,0.002,0.002,0.007,0.002,20.177,0,0.001,0.001,0.002,5.071,0.005,39.444,3.478,0.003,0,0.001,0.003,32.645,0.01,0.006,52.305,1372.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,84.539,0.001,1575.857,1.518,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,212.432,0.001,0,0,0,0,0,0,0.004,733.854,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.786,0,0,0,0,0,0,0,0,0,0,28.178,0,0,0,0.001,0,0,0,2.471,2.435,0.001,4.592,5.572,0,0.009,9.82,1.696,0,0,0,228.886,476.542,62486.765,250.396,219.108,0.001,498.806,4.272,0.001,0.001,0.003,11.345,0.002,0,0,7.122,0.001,3.369,0.002,5.912,54.15,34.4,0,0,0.001,0.001,0.004,0.002,57.807,267.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.681,0.001,703.89,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.638,0,0,0,0,0,84.615,0,0,0,0,0,0,0,0.002,412.204,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.299,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,38.182,0,0.002,0.001,7.626,8.637,0,0.006,5.929,0,3.007,0,0,26.543,33.261,89.855,24455.986,0.002,0,3.667,0,0,0.001,0.002,1.885,0.001,0,0,0,0,0.001,0.001,0.001,22.983,0.001,0,0,0.001,0.001,0.003,0.002,46.067,78.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.088,0,198.1,22.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.236,0,0,0,0,0,0,0,0.001,308.299,0
50,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,633.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.224,0.008,71.573,16.457,34.318,73.648,12.129,0.005,0.009,8.375,0.008,289.031,162.064,399.179,1.866,238525.756,538.823,89.128,82.574,0.005,0.006,0.022,1.281,16.071,0.001,26.494,245.5,51.476,46.327,671.6,121.367,30.508,40.716,18.78,0.003,1.834,5.586,63.464,27.491,26.903,4282.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,11.358,0.001,0,0.002,0.002,0.002,474.612,0.005,7900.418,0.003,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.012,95.494,0
51,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,26.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0.949,0.017,0.008,0.008,0.001,0.001,0.002,0.002,0.001,1.949,0.002,0.001,0,82.641,23417.552,0.001,0.001,402.438,0.001,0.003,40.475,96.757,0,0,892.304,0.001,3.886,2.16,0.002,0.002,0.002,0,0,0.002,0.002,0.004,0.685,0.003,89.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,75.381,0.001,2775.998,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
52,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,82.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0.002,1.781,15.256,0.008,70.968,0.001,0.001,0.002,0.003,2.316,152.426,35.041,590.162,33.804,80.051,0.958,29132.839,42.594,2.982,0.001,0.005,0.001,0.003,0,0,0.001,3.375,0.001,0.002,0.002,149.947,1.31,0,0.001,0.003,0.003,0.008,0.642,12.512,625.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,42.24,0.001,935.282,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,162.416,0
53,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,45.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0.001,0.02,7.387,0.01,0.001,0.001,0.002,0.003,0.002,16.089,0.002,18.283,0,18.183,0.001,0.001,36761.404,0.001,0.001,0.004,0.001,0.003,0,0,0.001,9.393,0.001,0.002,0.002,222.846,113.857,0,0.001,23.58,0.003,0.007,4.728,4.345,131.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,38.406,0.001,1818.241,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,87.068,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.504,0,0,0,0,0,0,0,0,0,0,2.583,0,0,0,0,0,0.827,0,0,222.666,0.004,7.995,73.831,0.002,10.499,0,0,0.001,0.001,0.001,0.005,0.002,0.001,0,0.005,161.615,0.001,0.001,21821.411,2.513,0.003,402.568,19.676,127.188,0.001,0.001,2.844,0.001,0.002,0.002,0.002,0.001,0,0,0.001,0,0,0.004,0.011,189.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.629,0.001,22036.234,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.592,0,0,0,0,0,0,0,0,0,0,3.289,0,0,0,0,0,0,0,0,0.011,0.005,0.004,0.005,0.002,0.001,0,0,0.001,0.001,0.001,0.006,0.003,0.001,0,0.006,0.001,0.001,0.001,88.154,52728.527,204.049,25.055,95.971,0,0.001,0.001,2.286,9.255,0.003,0.002,1.117,31.183,0,0,0.002,0,0,20.742,36.265,116.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.368,0.001,15758.287,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,5929.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387,0,32.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.395,0,0,0,0,0,0,0,0,0,0,3.194,0,0,0,0,0,0,0,0,52.817,0.004,0.004,0.005,0.002,2.341,0,0,10.105,45.379,0.001,1.561,5.427,0.001,0,8.406,57.69,0.001,0.001,82.857,10.278,33.011,151970.272,48.539,0.804,60.997,142.495,13.303,180.758,0.003,0.002,0.002,0.002,0,0,0.001,0,0,0.004,0.013,1143.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.012,0.001,36736.059,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.617,0,0,0,0,0,0,0,0,0,0,7.926,0,0,0,0,0.001,0.001,0,0,61.216,3.145,13.128,56.023,0.006,0.003,0.001,0.001,0.002,0.003,0.002,69.303,6.111,0.003,0.001,68.723,191.643,0.004,17.411,24.037,507.347,0.013,51.961,156590.608,2.711,0.002,0.002,35.532,115.392,0.007,0.006,4.562,575.098,0.001,0.001,0.004,0,0,1598.024,29.863,1215.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,500.27,0.003,15026.646,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.009,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.652,0,0.003,0.001,0.001,0.002,0.001,0,0,0,0,0,0,0.002,0.001,0,0,0.002,0,0,0,0,0,0.001,0,0.001,1236.029,0,0,25.72,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0.004,11.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.125,0,86.041,66.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.609,0,0.557,0,0,0,0,0,0.003,6.503,0.001,0,0.598,0,0.001,0,0,0.797,0.002,0,0.001,0,11072.453,0,31.866,6.087,0,0,0,0,0,0,0,11.264,0.006,0,8.498,418.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.429,0,244.185,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,58.187,0.002,0.001,0,73.937,33.348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,26252.064,3.337,0.001,0,0,0,0,0,0,0,0.002,0.007,1.337,1.092,422.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.743,0.001,457.332,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
